NMHMNPHRMNGLLB-UHFFFAOYSA-N	Hydroxyphenyl Propionic Acid
XVECMUKVOMUNLE-UHFFFAOYSA-N	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE
JYIKNQVWKBUSNH-GNOZHQIZSA-N	Caspofungin
HQZOLNNEQAKEHT-AZBSROBFSA-N	6-Deoxyerythronolide B
JMZWWHLIKAYMPJ-SSDOTTSWSA-N	{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid
JYGXADMDTFJGBT-WOTLXCKDSA-N	Hydrocortisone
RUDATBOHQWOJDD-GRDXSOBGSA-N	Ursodeoxycholic acid
RAJWOBJTTGJROA-YKKKHBOYSA-N	Androstanedione
PJKUTMONJXDZNR-UHFFFAOYSA-N	AC3056
GPRBEKHLDVQUJE-QSWIMTSFSA-M	Cefotaxime
QKPXPZYQPBWDHS-MCJAPYMPSA-N	N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE
PAMVHCWUIYAPJX-QKWFRNNBSA-N	Epinephrine
RAJWOBJTTGJROA-YEOVLEPESA-N	Androstanedione
JLPULHDHAOZNQI-ZTIMHPMXSA-N	Palmitoyl-Linoleoyl Phosphatidylcholine
PVDZDTVFUVTTDU-YFKPBYRVSA-N	(2S)-2-AMINO-1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)PROPAN-1-ONE
TXWBOBJCRVVBJF-YTGGZNJNSA-L	Pipecuronium
QDGZCZOGYZWVNB-UHFFFAOYSA-M	Cisplatin
XKLZIVIOZDNKEQ-UHFFFAOYSA-N	Sparsomycin
CBGUOGMQLZIXBE-BHPVMOEKSA-N	Clobetasol propionate
IBRWUZLLHSXPKL-UHFFFAOYSA-N	4-Hydroxy-1,2,5-Oxadiazole-3-Carboxylic Acid
MQJKPEGWNLWLTK-UURISEFRSA-N	Dapsone
LGGPZDRLTDGYSQ-JADSYQMUSA-N	MB07811
HYZJCKYKOHLVJF-UHFFFAOYSA-N	Benzimidazole
UREBDLICKHMUKA-LSGPFJJXSA-N	Dexamethasone
BFQRPTKOSYMPOL-LALPNIDTSA-N	({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID
QKRYGAZNLBVXHK-UHFFFAOYSA-N	Dactinomycin
MJRMMRDUDULHTQ-NQESSBJGSA-N	Porphyrin Fe(Iii)
CAEAUJBXUZVJDA-IAYPMUAMSA-N	Urea
AYAPZOUDXCDGIF-UHFFFAOYSA-M	Nafcillin
VWFCHDSQECPREK-UHFFFAOYSA-N	Cidofovir
YDTWOEYVDRKKCR-UPEXQQRFSA-N	Phosphatidylethanolamine
AYAJZQYENGWICE-UHFFFAOYSA-N	BMS184394
BHTRKEVKTKCXOH-VGGMBIBKSA-N	Tauroursodeoxycholic acid
CXAGHAZMQSCAKJ-WAHHBDPQSA-N	Pralnacasan
QFJCIRLUMZQUOT-KADBNGAOSA-N	Sirolimus
QIRAYNIFEOXSPW-XLIONFOSSA-N	Levomethadyl Acetate
SWGDXLAZBZDUBR-UHFFFAOYSA-N	2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE
FVBBTOIQETYGOA-SDNORSGYSA-N	(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide
UUDAMDVQRQNNHZ-YFKPBYRVSA-N	AMPA
CMWRPDHVGMHLSZ-GFCCVEGCSA-N	(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one
UGDASISCCOKAOR-POYBYMJQSA-P	2',3'-Dideoxycytidine-5'-Monophosphate
XQFRJNBWHJMXHO-XCAQJPMGSA-N	Idoxuridine
VPXVNDQJVTYWJP-GVDBMIGSSA-N	Cardiolipin
BXZVVICBKDXVGW-NKWVEPMBSA-N	Didanosine
KIWIPIAOWPKUNM-PLNGDYQASA-N	Oleic Acid
CILYIEBUXJIHCO-UHFFFAOYSA-N	Lactose Sialic Acid
CPAOOGAUUDSJCS-FMSGJZPZSA-N	L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide
DFEYXQGDDCDXJK-UHFFFAOYSA-N	4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole
MKXZASYAUGDDCJ-NJAFHUGGSA-N	Dextromethorphan
JYILPERKVHXLNF-QMNUTNMBSA-N	Ethynodiol
KDLRVYVGXIQJDK-GOBYPPTJSA-N	Clindamycin
HRRHGLKNOJHIGY-UHFFFAOYSA-N	2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER
ICACWKLCNCPHAM-YJBOKZPZSA-N	O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE
JYGXADMDTFJGBT-UODUAIPHSA-N	Hydrocortisone
OPXKGOYGQHWNIW-MOSHPQCFSA-N	CRA_10762
ODZBBRURCPAEIQ-PIXDULNESA-N	5-Bromovinyldeoxyuridine
JAQUASYNZVUNQP-UHFFFAOYSA-N	Levorphanol
OGSPWJRAVKPPFI-DOMIDYPGSA-N	Alendronate
BJEPYKJPYRNKOW-UWTATZPHSA-M	Malate Ion
UWPJYQYRSWYIGZ-UHFFFAOYSA-N	5-AMINO-NAPHTALENE-2-MONOSULFONATE
JJWSNOOGIUMOEE-UHFFFAOYSA-N	Methyl Mercury Ion
OJLYTHOKCYLPMA-UHFFFAOYSA-N	5-PENTYL-2-PHENOXYPHENOL
HOKIDJSKDBPKTQ-GLXFQSAKSA-N	Cephalosporin C
XJGVXQDUIWGIRW-UHFFFAOYSA-N	Loxapine
PSGRLCOSIXJUAL-UMBGRREESA-N	Dolasetron
MLILORUFDVLTSP-UHFFFAOYSA-N	6-BENZYL-1-ETHOXYMETHYL-5-ISOPROPYL URACIL
MWWSFMDVAYGXBV-MKDHCJGYSA-N	Epirubicin
MHCAFGMQMCSRGH-UHFFFAOYSA-M	Aluminum hydroxide
DNVPQKQSNYMLRS-SOWFXMKYSA-N	Ergosterol
AEUTYOVWOVBAKS-YHMJZVADSA-N	Ethambutol
GMRQFYUYWCNGIN-KBQVUCJYSA-N	Calcitriol
OTKJDMGTUTTYMP-QRWMCTBCSA-N	Sphingosine
YOSHYTLCDANDAN-VNRZBHCFSA-N	Irbesartan
MYPYJXKWCTUITO-GCTWTFLZSA-O	Vancomycin
FHIDNBAQOFJWCA-UAKXSSHOSA-N	5-Fluorouridine
MMUMKCAZQQPSJR-XQHUCGAWSA-N	Epirubicin
NESRXFGQJARQNM-USNXZVQNSA-N	Ovalicin
FEBLZLNTKCEFIT-AHVBUMMWSA-N	Fluocinolone Acetonide
BBBHWFQBKKSMGH-XXLWTVECSA-N	Aplyronine A
JEIDGPDHDMIOBQ-UHFFFAOYSA-N	Cholic Acid
FPWMCUPFBRFMLH-UHFFFAOYSA-N	PREPHENIC ACID
SEERZIQQUAZTOL-AMJYFCPKSA-N	Cerivastatin
VZCYOOQTPOCHFL-UPHRSURJSA-L	Maleic Acid
BRZYSWJRSDMWLG-NQRKCNNJSA-N	G418
JWNUBAIGCVTLMJ-UHFFFAOYSA-N	NXN-188
KMIPKYQIOVAHOP-JZYNXJEQSA-N	Cefditoren
QRXWMOHMRWLFEY-QBZHADDCSA-N	Isoniazid
HQMKYAZGNUQLJB-MPVXZSPKSA-N	Thio-Maltopentaose
GSXOAOHZAIYLCY-UHFFFAOYSA-N	Fructose-6-Phosphate
OUYCCCASQSFEME-QMMMGPOBSA-N	D-Tyrosine
WOZSCQDILHKSGG-UHFFFAOYSA-N	Adefovir Dipivoxil
MQTOSJVFKKJCRP-JPSYAWHOSA-N	Azithromycin
YMEGSWQEDRYSAE-QIRCYJPOSA-N	GERANYLGERANYL DIPHOSPHATE
BYNSFVCWJXZPOW-UHFFFAOYSA-N	RU78262
KNLLRZNGRRRPEW-UHFFFAOYSA-N	3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-Benzoic Acid
QSRUJURLDRJZBQ-UHFFFAOYSA-N	4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid
CGBDAHCDSVOMCF-FYZVQMPESA-N	AHA047
HPMZBILYSWLILX-NUZCUNEWSA-N	Acetyldigitoxin
APKFDSVGJQXUKY-DWAWPBLRSA-N	Amphotericin B
PJSAZKXGIWQNPH-UHFFFAOYSA-N	2-chloro-5-nitro-N-phenylbenzamide
UDFDXIUAMKLRIR-PHNJOPHVSA-N	Phosphothiophosphoric Acid-Adenylate Ester
GNDOBTSWAIDUCE-OVVGNOJWSA-L	Balsalazide
USLOIFPDNUDIEG-UHFFFAOYSA-N	1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE
MFWNKCLOYSRHCJ-ATXVVJJLSA-N	Granisetron
QFJCIRLUMZQUOT-AHFTUAHRSA-N	Sirolimus
OIEJBPVNLZZLGQ-UHFFFAOYSA-N	6-Hydroxypropylthymine
BVZASCINAVSQNO-XZMZPDFPSA-N	Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester
CWWYMWDIYBJVLP-YTMOPEAISA-N	'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine
JVLBPIPGETUEET-UGTAXJHQSA-O	Methylnaltrexone
LLSBIRUUVPUDMV-UHFFFAOYSA-N	Benzofuran
ZCFFYALKHPIRKJ-UHFFFAOYSA-L	Protoporphyrin Ix
TZQSUXPRDJLJIF-AAXBYFMASA-N	Guanosine
JJNKDTWKWYLERH-UHFFFAOYSA-N	9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE
PQCAUHUKTBHUSA-UHFFFAOYSA-N	7-Nitroindazole
FFKYNFXDBBLWGF-UHFFFAOYSA-N	Se-Ethyl-Isoselenourea
NDAUXUAQIAJITI-UHFFFAOYSA-N	Salbutamol
MPBVHIBUJCELCL-UHFFFAOYSA-N	Ibandronate
HCRKCZRJWPKOAR-SNVBAGLBSA-N	Brinzolamide
RCKMWOKWVGPNJF-UHFFFAOYSA-N	Diethylcarbamazine
AMNKRBRQQAMACZ-UHFFFAOYSA-N	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE
NENPYTRHICXVCS-UPJWGTAASA-N	5-N-Acetyl-3-(1-Ethylpropyl)-1-Cyclohexene-1-Carboxylic Acid
VXPSARQTYDZXAO-CCHMMTNSSA-N	Methacycline
ZFWHOUCRVSOZJE-AWEZNQCLSA-N	(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide
JGMOKGBVKVMRFX-RJDZVDRDSA-N	Dydrogesterone
JXYWFNAQESKDNC-BTJKTKAUSA-N	Mepyramine
WATXEHGLYJKXOF-NDEPHWFRSA-N	[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine
FSICMNGKCHFHGP-QOKIMYEXSA-N	Maltose
IOVGROKTTNBUGK-YVEFUNNKSA-N	Ritodrine
BOTZRNWOWIWYPL-REOPGWDISA-N	Chlorophyll A
FBWNMEQMRUMQSO-UHFFFAOYSA-N	Nonoxynol-9
HMJIYCCIJYRONP-SFIIULIVSA-N	Isradipine
JJLGQWCKMHPBEB-DEOSSOPVSA-N	N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester
CRBHXDCYXIISFC-UHFFFAOYSA-N	Choline
JRURYQJSLYLRLN-BJMVGYQFSA-N	Entacapone
QQXLDOJGLXJCSE-UHFFFAOYSA-N	Tropinone
NSKGQURZWSPSBC-VVPCINPTSA-N	Ribostamycin
DUEWVPTZCSAMNB-UHFFFAOYSA-N	Saprisartan
XHMJOUIAFHJHBW-CBPJZXOFSA-N	Glucosamine 6-Phosphate
MLYYVTUWGNIJIB-BXKDBHETSA-N	Cefazolin
SURCBXDHJRINFW-UHFFFAOYSA-N	Felbamate
STQGQHZAVUOBTE-VGBVRHCVSA-N	Daunorubicin
APJYDQYYACXCRM-UHFFFAOYSA-N	2-(1H-INDOL-3-YL)ETHANAMINE
LJVAJPDWBABPEJ-GNAILWMQSA-N	Telithromycin
NFELNKIPHVALQF-UHFFFAOYSA-N	Benzoic Acid
KNRVCCXHLSHTFW-SEAFADMZSA-N	Bilh 434
FCDAWYZSGIBUKI-ODUXSLATSA-N	Digalactosyl Diacyl Glycerol (Dgdg)
OVRNDRQMDRJTHS-CBQIKETKSA-N	N-Acetyl-2-Deoxy-2-Amino-Galactose
WREGKURFCTUGRC-XPUUQOCRSA-N	Zalcitabine
UQDDMZQWNMNCEH-XDCIMLQVSA-N	Cholic Acid
OFQCTMGQWBEQAP-OAHLLOKOSA-N	HEXYLPHOSPHONIC ACID (R)-2-METHYL-3-PHENYLPROPYL ESTER
QFHQPSYOEOJXKF-RCXSXEDGSA-N	Siroheme
MXYUKLILVYORSK-QHAWAJNXSA-N	Lobeline
WZFHDIMOGNJQDC-UHFFFAOYSA-O	3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium
MRTSIBBMOWLRPY-MISYRCLQSA-N	2-[4-[[(S)-1-[[(S)-2-[[(Rs)-3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl]Aminocarbonyl]Pyrrolidin-1-Yl-]Carbonyl]-2-Methylpropyl]Aminocarbonyl]Benzoylamino]Acetic Acid
LNNWVNGFPYWNQE-UHFFFAOYSA-N	Desomorphine
NRJAVPSFFCBXDT-WBCKFURZSA-O	Di-Stearoyl-3-Sn-Phosphatidylcholine
TWEQNPPRXJRHHM-UHFFFAOYSA-L	Satraplatin
PPUMHQXVDSCAGN-LRMUIUMNSA-N	Fenretinide
WWUZIQQURGPMPG-BXDGKWANSA-N	Sphingosine
RSKNEWMEOVQZII-UHFFFAOYSA-N	2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One
YKIUTLHCSNCTDZ-MRVPVSSYSA-N	(S)-4-Nitrostyrene oxide
DYZRXFZFDCMOKL-UHFFFAOYSA-N	2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID
QGWRMTHFAZVWAM-NTSWFWBYSA-N	Glutathione Sulfonic Acid
VKHAHZOOUSRJNA-VBWGZTFCSA-N	Mifepristone
DTGVOXMKTYPSSO-NVMQTXNBSA-N	S-Adenosyl-L-Homocysteine
KGSZHKRKHXOAMG-COGANRFPSA-N	Hyperforin
GSNHKUDZZFZSJB-MZKUHISZSA-N	Maraviroc
WMVYUPRIADVLTH-UHFFFAOYSA-N	2,6-dibromo-4-[(E)-2-phenylethenyl]phenol
SFRZZOOLYKRYDE-UHFFFAOYSA-N	Glycerol
ZUFVXZVXEJHHBN-UHFFFAOYSA-N	Tacrine
NPUKDXXFDDZOKR-UHFFFAOYSA-N	Etomidate
KQYRMZUHUNAFOD-ORAYPTAESA-N	Formoterol
RGJOEKWQDUBAIZ-IBOSZNHHSA-J	Coenzyme A
NGHMDNPXVRFFGS-IMJSIDKUSA-N	Erythose-4-Phosphate
PMATZTZNYRCHOR-SRFWORPQSA-N	Cyclosporine
RSQSQJNRHICNNH-UKJRIFTCSA-N	GIBBERELLIN A4
ZNYRFEPBTVGZDN-UHFFFAOYSA-N	2-{2-[2-2-(Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethanol
GNVBUHZNUNDGHU-UHFFFAOYSA-N	Urea
ACWBQPMHZXGDFX-QFIPXVFZSA-N	Valsartan
WYLQXRRUPYRIPG-NTEUORMPSA-N	4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole
SGNZYJXNUURYCH-UHFFFAOYSA-N	3h-Indole-5,6-Diol
ODKSFYDXXFIFQN-BYPYZUCNSA-O	D-Arginine
AJLFOPYRIVGYMJ-KLCVLALFSA-N	Mevastatin
KQAOIKIZSJJTII-UHFFFAOYSA-N	Para-Mercury-Benzenesulfonic Acid
HPSSZFFAYWBIPY-UHFFFAOYSA-N	HESPERIDIN
RXWNCPJZOCPEPQ-UHFFFAOYSA-N	PUROMYCIN
NJLYFHQZGXUQAQ-LBSJIQJUSA-N	Aurodox
YXELUDMUQSCWQW-HCVSURSQSA-N	Modified Acarbose Hexasaccharide
JBIMVDZLSHOPLA-UHFFFAOYSA-N	Olopatadine
NJARZRUKDXJZAP-SZQRVLIRSA-N	Methotrexate
ZGXJTSGNIOSYLO-ZIEKVONGSA-N	Aminolevulinic acid
VCJHOFUOIQHNBC-UHFFFAOYSA-N	4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine
UZMZEOFNOSIBIL-UNYLCCJPSA-N	Zidovudine
YLTDNVVQKRHCJP-RKQHYHRCSA-N	(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol
GMVNXBGNKSQHIT-UHFFFAOYSA-N	Norfloxacin
QCICUPZZLIQAPA-APSSSFQSSA-N	Bis(Adenosine)-5'-Triphosphate
NQIZCDQCNYCVAS-RQBPZYBGSA-N	SR 58611
ZIXWWHRLERWHHV-LDHWTSMMSA-N	Citric Acid
MUBZPKHOEPUJKR-BJUDXGSMSA-N	Oxalic Acid
HVYWMOMLDIMFJA-MIAQMUGHSA-N	Cholesterol
QFJCIRLUMZQUOT-MQEAYMJSSA-N	Sirolimus
RXSZCFAPSDTELY-UHFFFAOYSA-N	(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide
QYQDKDWGWDOFFU-IUODEOHRSA-N	Cefotiam
XFQKYJGKKVWTQJ-UHFFFAOYSA-N	Miconazole
NLVFBUXFDBBNBW-BTGNFNOHSA-N	Tobramycin
MSXUDXAZMKOOST-YBXAARCKSA-N	4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL
SRZNHPXWXCNNDU-UHFFFAOYSA-N	Cefotetan
TZHCXOMEOHEZDX-UHFFFAOYSA-N	3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide
IGUZFFOBAZCVRK-VAOFZXAKSA-N	5-Bromothienyldeoxyuridine
UNBMPKNTYKDYCG-ZCFIWIBFSA-N	Leucine - Reduced Carbonyl
KXVUTYLVPNARPT-FGZHOGPDSA-N	Cardiolipin
NAACPBBQTFFYQB-PSLFODERSA-N	Cholesteryl Linoleate
DAOQLLQRJAXMGY-PBHICJAKSA-N	(10R)-10-Formyl-5,8,10-Trideazafolic Acid
ATNHDLDRLWWWCB-ZPPYAHEGSA-M	Chlorophyll A
HNEGQIOMVPPMNR-ZBVMDTGMSA-N	Citraconic acid
DVMSMHWJYLFJTI-HMKHMAJOSA-N	Chlorophyll A
XCCTYIAWTASOJW-XVFCMESISA-N	Uridine-5'-Diphosphate
YZLFZFALAZYTCI-ZROIWOOFSA-N	(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID
AHRWQUNEPBVNOT-JUQSOTOUSA-N	Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam
NNJVILVZKWQKPM-UHFFFAOYSA-N	lidocaine patch
VCMIRXRRQJNZJT-DFGFQBNESA-N	Voacamine
ZXKXJHAOUFHNAS-FVGYRXGTSA-N	Dexfenfluramine
FWMLYVACGDQRFU-ZTMWJVNESA-N	Levallorphan
JFIBVDBTCDTBRH-REZTVBANSA-N	SQ109
HJLWEROPDBIBIJ-KRBMXJRHSA-N	Sirolimus
RQZAXGRLVPAYTJ-UHFFFAOYSA-N	Megestrol acetate
UOOOPKANIPLQPU-XVFCMESISA-L	Cytidine-3'-Monophosphate
JCQLYHFGKNRPGE-WJONTELPSA-N	Lactulose
GVNWHCVWDRNXAZ-BTJKTKAUSA-N	Carbinoxamine
KSIJECNNZVKMJG-YFKPBYRVSA-N	5-Oxo-L-Norleucine
QUQPHWDTPGMPEX-UNZJSITISA-N	HESPERIDIN
IYRMWMYZSQPJKC-UHFFFAOYSA-N	Kaempherol
NZKYSEKTPGQTEP-UHFFFAOYSA-O	4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium
ZVPDNRVYHLRXLX-UHFFFAOYSA-N	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine
ZUDXUNPSRMREOJ-UHFFFAOYSA-N	CHF 4227
FZKWRPSUNUOXKJ-CVHRZJFOSA-N	Doxycycline
PGBHMTALBVVCIT-VCIWKGPPSA-N	Neomycin
XXYRFTPOMYGCDT-RUKSVHCZSA-N	Chlorophyll A
ONWKHSGOYGLGPO-UHFFFAOYSA-N	Bifeprunox
NJBBBRZNBVLTRZ-GOSISDBHSA-N	(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one
ZIWFCOIGUNPHPM-HKUYNNGSSA-N	CP-122721
JXTAALBWJQJLGN-KSSFIOAISA-N	Arbaclofen Placarbil
GIJXKZJWITVLHI-YOFSQIOKSA-N	Benzatropine
QFWPJPIVLCBXFJ-UHFFFAOYSA-N	Glycodiazine
IKGXIBQEEMLURG-XTHMTYOASA-N	Rutin
OEXFMSFODMQEPE-DNMAEMJPSA-N	Hexanoyl-Coenzyme A
BUUYHIIWQOVJGE-UHFFFAOYSA-N	Picrotoxin
HXLAFSUPPDYFEO-UHFFFAOYSA-N	Bevantolol
MVQMSSPJVDQQDT-UHFFFAOYSA-N	Beta-Mercaptoethanol
FZNCGRZWXLXZSZ-PYLAIRLGSA-N	Voglibose
DKGAVHZHDRPRBM-UHFFFAOYSA-N	2-Methyl-2-Propanol
XAUDJQYHKZQPEU-HSUXUTPPSA-N	Decitabine
NIVZHWNOUVJHKV-UHFFFAOYSA-N	Bethanidine
FJAQNRBDVKIIKK-LOHKCFAQSA-N	Clorobiocin
SFUOOKBZBVUDBC-VQTJNVASSA-N	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID
KFMAJVLZSDMFBV-YFKPBYRVSA-N	2-Methyl-3-(2-Aminothiazolo)Propanal
CUFQBQOBLVLKRF-RZDMPUFOSA-N	Je-2147, Ag1776, Kni-764
JUQLUIFNNFIIKC-UHFFFAOYSA-N	2-Aminopimelic Acid
AXXJTNXVUHVOJW-UHFFFAOYSA-M	Secobarbital
TYYXAUPVEKKAFG-HTQZHWFGSA-N	Eltrombopag
FMGSKLZLMKYGDP-CSHJITQBSA-N	Dehydroepiandrosterone
AEMOLEFTQBMNLQ-UHFFFAOYSA-N	D-Glucuronic Acid
CDEGTXUGFDWJAA-UHFFFAOYSA-N	Phosphonopyruvate
LPMXVESGRSUGHW-YKIODBQESA-N	Ouabain
IAVUPMFITXYVAF-SAVHEOEQSA-N	Dorzolamide
MDCUNMLZLNGCQA-HWOAGHQOSA-N	Elafin
DRHKJLXJIQTDTD-OAHLLOKOSA-N	Tamsulosin
YVDHZNIQWHUORH-UHFFFAOYSA-N	3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE
LTKHPMDRMUCUEB-IBGZPJMESA-N	10-Propargyl-5,8-Dideazafolic Acid
IFDZNVFJNBZFBR-UHFFFAOYSA-N	2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol
LJJYGPQZRQHLGA-UHFFFAOYSA-N	2-(N-Morpholino)-Ethanesulfonic Acid
RRGUKTPIGVIEKM-UHFFFAOYSA-N	Cilostazol
DOTBZTLJSXFKCP-IBGZPJMESA-N	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide
ZQPPMHVWECSIRJ-UHFFFAOYSA-N	Oleic Acid
ORUZACWROKWTRH-RUTHBDMASA-N	2,3-Di-O-Sulfo-Alpha-D-Glucopyranose
ICEPKUWAHKIGON-UHFFFAOYSA-K	Aluminum hydroxide
VAGCRQULELDGPE-FGTMMUONSA-N	Dextromethorphan
WDLWHQDACQUCJR-IHWYPQMZSA-N	Cefprozil
XQAMVCHQGHAELT-FKBYEOEOSA-N	Mdl 101,146
QCFIRACCCDFXIP-UHFFFAOYSA-N	5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE
WBGKWQHBNHJJPZ-QHDHGWJCSA-N	Desonide
IERHLVCPSMICTF-MLQRGLMKSA-N	Cytidine-5'-Monophosphate
UYJNQQDJUOUFQJ-UHFFFAOYSA-N	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE
WVLDNAVUCUAGDP-UHFFFAOYSA-N	N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide
HXXFSFRBOHSIMQ-QTVWNMPRSA-N	D-Mannose 1-Phosphate
CIWBSHSKHKDKBQ-DOAHDZERSA-N	Vitamin C
SYKYBMOFPMXDRQ-VXWMIPRGSA-N	Thiodigalactoside
DMMMBRCMMHHTJK-UHFFFAOYSA-N	Urea
STECJAGHUSJQJN-UQTPLXADSA-N	Scopolamine
QKCMGPRBFPLGSY-LMACVKIOSA-N	Chlorophyll A
HFEKDTCAMMOLQP-DSYKOEDSSA-N	5-Fluoro-2'-Deoxyuridine-5'-Monophosphate
KSUILQBWISSOBS-FHVLXVBRSA-N	DX-88
MSWZFWKMSRAUBD-VFUOTHLCSA-N	2-Deoxy-2-Aminogalactose
SNDPXSYFESPGGJ-BYPYZUCNSA-O	Norvaline
JMDULECOHIXMNX-RGTZWTTFSA-N	Ge2270a
YREYEVIYCVEVJK-RUZDIDTESA-N	Rabeprazole
QHJABUZHRJTCAR-UHFFFAOYSA-N	Spermine
OIRDTQYFTABQOQ-DEGSGYPDSA-N	Adenosine
DKZAGRRXDFRJFJ-GIKMRBTISA-N	5,10-Dideazatetrahydrofolic Acid
OLMBOBKKGZYZNU-UHFFFAOYSA-N	Treprostinil
ASUTZQLVASHGKV-SAMGGIJGSA-N	Galantamine
KAQASFCTFRAYEB-OUYGKKDFSA-N	1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol
AZSNMRSAGSSBNP-KKWNAUQJSA-N	Ivermectin
